vent_latitude,vent_longitude,vent_depth,eruption_rate,lava_temp,sulfur_concentration,methane_concentration,iron_concentration,tectonic_shift_rate,seafloor_temp,seafloor_pressure,pH_level,redox_potential,microbial_species_count,complex_life_count,energy_transfer_rate,adaptive_heat_tolerance,adaptive_pressure_resistance,species_diversity_index
-22.58277860747475,38.71614668451781,2554.709158757928,1.283983034789187,1249.6722017132813,9.091832271069869,1.71192109174079,8.276133461562132,4.702888335921043,80.93611554785136,120.67268846744308,5.135836071907568,-67.09804427608685,2122.0,193.0,7.036285096662871,420.25565834451186,196.08045934229594,0.7746204699784649
845.8377338915898,-118.61131547257506,2085.3961270955833,7.1611233935076495,1364.9186899005413,2.471662717603027,0.5762328709905395,10.409238445621131,4.770103599242911,81.01133946791808,312.54185262725923,7.547076662786214,85.97293106541191,5079.0,422.0,8.451156805255051,384.8952456244841,402.09405831726684,0.4536905040809732
41.758909526052925,-156.58142652529938,4314.950036607717,7.631771981307285,613.404517463423,1.5344592337031089,4.624221155210028,9.814222766588747,4.575173307200038,86.70723185801037,316.2540486440426,3.086360931778535,-25.04826570509005,2571.0,118.0,8.735252700452993,356.46774219360907,252.71191350600898,0.846247798635863
17.758527155466595,161.59879341119998,2427.013306774357,5.656644255938013,343.0675018859798,4.945582326747874,4.3879233733710965,3.4416127109623416,1.857091914274668,91.32405525564712,354.9719605992826,3.6964358430414967,27.37007358956095,6073.0,148.0,8.465567255757858,156.87791208161147,682.1635255018515,0.6121733222491729
-61.91664472036143,167.62753190684134,2123.738038749523,7.732575081550153,496.31571130452414,9.857939495694945,1.2971287222986263,10.711470398078283,0.08712851647904847,51.13423988609378,390.43653348906463,3.2760158521305165,264.87888526591513,6104.0,445.0,4.547869012945942,230.1003017924112,449.4415455908849,
-61.92098633948353,111.02304532192602,3170.784332632994,4.9885764040074685,755.2401252141333,2.4963471879638544,3.3033203897105534,3.635011403702321,4.642309627312749,50.15162946871996,490.3408317850138,3.2443728139138215,-68.33841731953544,3143.0,74.0,2.61447596692479,264.97170089610245,306.4552711344548,0.13313968087239225
-79.54494980972409,-70.33904309758654,1563.6968998990505,5.275055010881741,1263.419195699241,6.754141919318196,4.087938779004067,4.948455502573089,,79.82951789667752,306.52013932047817,8.132763504066043,276.71433829434847,7806.0,4720.0,4.268190218565392,87.30109476200941,339.34413246781503,0.22046690692056986
65.91170623948831,-144.83803895770183,49475.4774640207,4.332656081749641,1318.9497582332465,7.640034191754304,2.7804520498813172,11.222721936258562,4.833607547027911,64.99639307777653,229.18258917649842,7.221947156280142,243.2103851736382,8357.0,428.0,8.973020633379377,287.76655458374415,424.3105856847415,0.11230476834429756
18.200702113777577,66.32388954437647,1298.2025747190833,0.35164935476654235,209.03776969054792,2.452611685524757,2.6529563859964718,9.7795301958035,4.818463685675372,70.19668772577033,418.07447790748154,5.845042974523951,-182.5253191264221,4440.0,102.0,1.892745806074242,246.35112422295018,333.95487656883637,0.1678231543172161
37.45306400328819,-21.54510225374352,4947.5477464020705,1.168125127233714,863.9714933508354,7.309341851257408,1.216842931593254,12.753428816363249,4.266517182782127,79.57926694361011,208.33290050482967,3.5870049639060086,-258.3832194749007,4766.0,200.0,5.376598602577731,410.9491620620303,507.91676214594787,0.7225429574520208
-86.29479102675556,-136.06623545587962,4088.9790771866296,93.04006758191471,742.6343040934128,3.7410530139206073,0.4745828113514371,145.9785726581144,1.4792999714272326,89.00053418175663,275.5885682822544,5.949695250700994,-239.533199173544,6644.0,193.0,2.7156666880330143,490.05530093942184,129.08435599868542,0.5809116475265168
84.58377338915898,-1.7363123599427297,,6.4004630715114255,488.7401536119493,6.359827722876438,4.487106632187102,8.567798189698527,1.9316376657236072,33.79951568515358,131.38255253690642,864.1381448549746,-289.06690460907015,3914.0,106.0,6.0224014636544325,300.202267389163,351.78715645205114,0.7749196745229746
59.83967534407592,-167.62013239852138,1022.0884684944097,3.2121242126556337,355.8249775337877,6.371944136532857,4.503086105245019,1.4957540406385783,4.257171990869116,37.558295263994395,110.14029736618299,4.039211219460092,-243.33422354644298,5968.0,88.0,8.699815958895536,195.20887472491265,470.08604878496766,0.9218491770318784
-51.77896007791029,147.35534474836152,4261.845713819337,5.134849842530557,638.8997228247163,5.4041693723401085,3.169176271793607,5.57896546558556,1.5914408057298255,9.398193984086902,485.05936587117,5.6031098954278376,109.80406404981407,6917.0,158.0,8.863419702064961,69.53035248417774,642.5036938209688,0.6266345790929247
-57.27150590272189,-86.83920662399392,3827.429375390469,9.084908091868321,1425.782615086275,0.9938687235386422,1.7017586573330166,4.0515152784577095,0.8557688059636016,57.8280140996174,434.39204820488226,5.39102840638424,-257.2868109238626,9787.0,,2.748509339979748,466.0894986006182,343.86187826361686,0.7535087596646632
-56.9871882263819,58.50802236743351,3916.028672163949,2.5679930685738617,620.1638116269818,8.369494706333455,1.7525557773171778,3.7354456863483456,2.7884382996671677,3.594227379674209,378.38968243747917,6.6951005883132995,-108.6146218237432,1728.0,91.0,9.12309021031119,463.6020718753968,219.8666127013747,0.7813730818382103
-35.23639626728321,-67.78401260781206,4085.081386743783,4.162790938052734,874.4278082663759,3.275722643220185,3.632518837562495,14.597857265811438,4.681412323062297,46.55980181324602,263.581177765708,6.810561905205862,206.92518658167273,2365.0,235.0,6.122943018802202,163.8455755951585,168.58034163924685,0.4400654943482079
4.456157693802808,7.224487624011887,1296.1786069363616,7.579956271576183,1113.9246465637311,1.946533252958557,4.4865801971633585,5.957156097534731,3.4831886854081158,54.264463470757654,169.3177280283383,3.271824058632267,-286.0368385585045,5492.0,472.0,3.8270733436529785,362.9350053979914,946.4786444218449,0.31697634909666866
-12.249896644419167,16.815700563580663,2433.862914177091,2.3651018383670626,672.7184830930821,0.5036739013921628,4.4365612570829365,13.391493672138989,2.8546052387459318,28.65412521282844,162.5748170684344,5.247675687758827,188.68108955336143,1698.0,447.0,7.227721358040397,83.94554619039617,474.97515196463127,0.2845407956558724
-37.57875476435245,-113.45239601081026,1463.4762381005191,0.8621011073050506,1463.3167075372492,5.9498401375635925,3.901578973829543,9.503965527359217,0.494910703916135,59.08332605690107,200.0971592658381,6.755159494285419,-130.88713513596005,8186.0,272.0,5.0758363856590965,124.79694435916382,623.0463590627437,0.3262981955606186
20.133521050028307,169.0504659952411,4452.413703502374,2.9685393838463034,1451.1814834247446,6.807887182238597,3.2137379143098963,11.942688422770562,3.078886061228857,3.0500249939049433,319.69066588244823,6.018817551480527,-229.10110342700625,1395.0,171.0,4.090882106161418,147.56409796392103,927.2588966520036,0.3472586173233179
-64.89110508263246,1690.504659952411,3493.192507310232,1.696090743814644,527.3169845729734,0.2642195063857759,0.4298584253252937,7.589292687267362,4.950368712020273,3.7348188749214417,385.83836908002496,8.138939047129934,118.04229921849036,8400.0,182.0,7.198301460818268,182.52227607774344,174.4735780317755,0.28650488410725083
-37.413963263660726,158.2196189631081,2323.592099410597,9.304006758191472,846.4230576601012,5.169721277162881,0.8165272833321228,8.695867880932749,0.709019236030255,82.26005606596583,4903.408317850138,6.95216178971367,77.36570806793037,9082.0,212.0,2.862879467087736,498.12411876321676,888.9953373332135,0.890398600731273
-24.054868207135502,142.1378461539536,1254.2334011440946,8.100391757687728,591.1418027618006,2.342308174459586,4.493785400750125,7.438513637901073,2.5964649652950462,36.019064141126286,211.97355877837714,86.41381448549745,226.48320811623185,5171.0,264.0,3.637399025681436,363.6162751387167,596.429085289663,0.7812992189550059
-7.907402840933527,35.24399237199066,2243.929286862649,6.3706971894531925,570.2926426907079,6.487210625053552,3.0360810077013536,3.009120518190864,4.388091628920497,12.706051265188478,481.94611226527763,3.4234124844025797,141.04262628233147,5360.0,270.0,4.6272925226385775,4981.241187632168,248.35083502330085,0.14220682101209794
51.33167305074244,151.87472460832208,2300.733288106988,8.727459842858405,247.95303156089264,1.8262276471494157,0.05589328756698195,10.864536517396429,3.70643540259348,52.22432600548044,395.15876667830736,6.854515669237894,182.08855823090914,3502.0,284.0,2.9099806517948186,381.6953176293586,470.1296049268322,9.218491770318785
-54.058719211495244,-148.142699261309,3918.424713352256,8.056353561301233,992.4336341738659,6.940283607214413,0.5163429989015003,4.283508200368751,3.4881085475663878,913.2405525564712,321.74162100456033,3.1590678632497307,-130.77925645721612,1717.0,380.0,4.349419824423462,461.8644537510978,799.842055361703,0.11996626782727147
2.5621989144500934,-109.44616952910772,3550.2298854208525,1.947043582971755,853.4827301975198,3.92867992837532,3.3208738278491983,0.4623078998286623,3.5153955790956752,21.58210274968432,344.68829849374083,6.51465348764078,-193.53627373216634,3782.0,195.0,91.2309021031119,481.4160833335308,532.3330736797192,0.5483486679813037
16.634622395167643,-163.71817599220628,4548.850970305306,8.93633408505078,266.92237662498616,9.373626888493671,46.24221155210029,9.7175372090168,1.8038608445865785,62.289047581900036,267.84002497111595,8.641381448549746,150.368850984515,5946.0,288.0,7.539251678651349,76.03875399096833,986.7574455989541,0.5285896271101128
-81.63892571040041,-62.88108092522485,2888.859700647797,5.439488194964942,562.2404035075949,98.57939495694944,0.8124321765733183,2.7389491231650296,1.475023302879822,8.5347464993768,199.09239580046295,6.452845067255273,184.10084356035838,6486.0,125.0,7.788351104531431,227.53480937365845,439.06507294414666,
